label_id,std_dev_intensity,label,relFCs,eyes_open,smile_score
1930,40,anger,0.6708247,0,0.61
1931,55,anger,0.866697224,0,1
1932,50,disgust,0.677873858,0,1
1933,18,anger,0.873692896,0,1
1934,32,fear,0.777902358,0,1
1935,17,anger,0.853867608,1,0.01
1936,17,anger,0.831379901,0,0.02
1937,25,anger,0.827229549,1,0.01
1938,17,anger,0.819153674,0,0.07
1939,14,disgust,0.830996389,0,0.02
1940,15,anger,0.786853957,0,0.95
1941,15,neutral,0.889212927,0,0.8
1942,12,anger,0.857295455,0,0.8
1943,37,disgust,0.850098269,0,0.05
1944,18,anger,0.612576477,0,0.16
1945,21,sad,0.834740019,0,0.23
1946,17,anger,0.764663666,0,0.15
1947,25,anger,0.867130225,1,1
1948,23,anger,0.776808977,0,1
1949,12,anger,0.854560804,0,0.07
1950,28,anger,0.823164584,1,1
1951,40,anger,0.898047521,1,0.02
1952,55,anger,0.887359383,0,1
1953,25,anger,0.823411805,1,1
1954,35,anger,0.845420202,0,1
1955,21,surprise,0.787848168,0,1
1956,18,anger,0.695579016,0,1
1957,21,anger,0.84956937,0,0.04
1958,16,fear,0.759175208,0,0.3
1959,19,anger,0.834291351,0,0.76
1960,40,anger,0.80313539,0,0.36
1961,32,anger,0.80019539,1,1
1962,22,anger,0.829585707,1,0.92
1963,49,anger,0.893038845,0,0.05
1964,28,anger,0.850527858,0,0.01
1965,12,anger,0.875989925,1,0.94
1966,20,sad,0.795192907,1,1
1967,23,sad,0.842243362,1,0.02
1968,22,anger,0.837108513,1,1
1969,21,anger,0.813826134,0,0.07
1970,35,anger,0.8333557,0,1
1971,54,neutral,0.821671584,1,0.49
1972,40,anger,0.782468329,1,1
1973,21,surprise,0.882873574,1,0.01
1974,12,anger,0.843277153,1,0.26
1975,60,surprise,0.875552661,0,1
1976,55,disgust,0.850004779,0,1
1977,50,anger,0.819659381,0,1
1978,60,surprise,0.848659197,0,0.02
1979,55,fear,0.811395181,1,1
1980,45,anger,0.861199005,0,0.02
1981,35,anger,0.82965344,0,1
1982,22,anger,0.856097842,1,0.06
1983,13,anger,0.843318668,1,1
1984,23,anger,0.836587866,1,0
1985,17,anger,0.861531631,0,1
1986,28,disgust,0.843179373,1,1
1987,50,anger,0.850107542,0,0.82
1988,25,anger,0.842755709,0,1
1989,30,anger,0.866450323,1,1
1990,31,anger,0.813765664,0,1
1991,23,anger,0.787495978,1,0.01
1992,29,disgust,0.804378407,0,0.02
1993,17,anger,0.798429812,1,1
1994,32,anger,0.776440401,0,0.28
1995,42,neutral,0.868904816,0,0.97
1996,23,sad,0.776164982,0,0.01
1997,19,neutral,0.845667866,1,0.62
1998,15,anger,0.843969322,0,1
1999,33,anger,0.875545165,1,0.07
2000,48,anger,0.890324043,0,1
2001,15,anger,0.826708978,0,0.75
2002,25,anger,0.851894519,0,0.07
2003,22,disgust,0.80728455,1,0
2004,50,anger,0.869011373,0,0
2005,35,anger,0.895591637,1,0.01
2006,19,disgust,0.768720021,0,1
2007,60,fear,0.816250666,1,0.03
2008,28,anger,0.851510882,1,1
2009,50,anger,0.810663574,0,0.03
2010,29,anger,0.778168153,0,0.26
2011,30,sad,0.846505973,1,0.01
2012,31,contempt,0.801524543,1,1
2013,23,anger,0.856950129,0,0.03
2014,29,contempt,0.850881639,1,0.92
2015,17,sad,0.657817281,0,0.78
2016,32,anger,0.82476539,0,0
2017,42,anger,0.741644801,0,1
2018,23,anger,0.85529372,0,0.03
2019,19,anger,0.831256245,1,1
2020,15,neutral,0.827056475,0,0.03
2021,29,surprise,0.792570849,0,0.02
2022,48,anger,0.802742344,0,1
2023,15,anger,0.795648331,0,1
2024,50,neutral,0.807531808,1,1
2025,25,surprise,0.837461567,1,0.05
2026,55,anger,0.845801075,0,0.24
2027,20,neutral,0.853710707,0,0.96
2028,40,anger,0.851355939,1,1
2029,28,anger,0.872537557,0,0.01
2030,32,disgust,0.787316015,0,0.04
2031,17,anger,0.821674808,1,0.8
2032,17,surprise,0.7774148,0,0
2033,25,anger,0.691371804,0,0.01
2034,17,neutral,0.896981171,1,1
2035,19,anger,0.843786357,1,1
2036,15,anger,0.714989694,0,1
2037,32,disgust,0.841908403,1,1
2038,12,anger,0.88372492,0,1
2039,37,disgust,0.809319151,0,0.04
2040,18,anger,0.835590746,1,1
2041,21,anger,0.841532476,0,0.03
2042,17,anger,0.803088741,0,1
2043,25,contempt,0.832016801,0,0.25
2044,10,anger,0.811190854,0,0.56
2045,12,disgust,0.826209177,0,0.08
2046,28,anger,0.894718031,1,1
2047,40,anger,0.76161386,0,0.5
2048,55,anger,0.791047678,0,1
2049,25,anger,0.826890185,0,0.01
2050,35,anger,0.860977797,1,1
2051,21,anger,0.856303891,0,0.01
2052,18,anger,0.771005339,0,0.04
2053,21,anger,0.844556363,0,0.05
2054,16,disgust,0.832689412,1,1
2055,19,anger,0.843703492,1,1
2056,40,sad,0.807342786,0,0.02
2057,32,anger,0.80137516,1,0.96
2058,22,anger,0.794226157,0,1
2059,49,anger,0.85963422,0,1
2060,28,anger,0.845895726,0,0.97
2061,12,anger,0.794238153,1,0.11
2062,20,anger,0.829877003,1,1
2063,23,anger,0.651163531,0,0.02
2064,22,neutral,0.857874615,0,1
2065,21,surprise,0.861503226,0,1
2066,35,anger,0.774185146,0,0.02
2067,54,contempt,0.804490271,0,0
2068,40,anger,0.819124549,0,0.03
2069,21,anger,0.871319868,0,1
2070,12,anger,0.712090944,1,0.02
2071,60,surprise,0.819449774,1,1
2072,55,disgust,0.86178284,0,0
2073,50,anger,0.753640182,0,1
2074,60,disgust,0.886732472,1,0.88
2075,55,sad,0.87198227,0,0.52
2076,45,anger,0.849307907,1,0.09
2077,35,anger,0.865606322,1,1
2078,22,anger,0.770543141,0,0.43
2079,13,anger,0.699845927,0,0.06
2080,23,disgust,0.864371323,1,1
2081,17,anger,0.7889639,0,0.01
2082,26,anger,0.780756961,0,0
2083,50,anger,0.865374908,1,1
2084,19,sad,0.876986868,0,0.96
2085,30,disgust,0.78908536,1,0
2086,31,surprise,0.780021645,1,0.08
2087,23,anger,0.841438784,1,0.05
2088,29,sad,0.819551941,0,0.12
2089,17,anger,0.81684946,0,1
2090,32,anger,0.706024083,1,0.08
2091,42,anger,0.854422999,0,0.07
2092,23,disgust,0.847554967,0,0.16
2093,25,anger,0.530159387,0,0.04
2094,35,surprise,0.781079271,0,1
2095,29,anger,0.894657757,0,0.96
2096,30,anger,0.864513809,1,1
2097,35,anger,0.797135769,0,0.03
2098,23,anger,0.838328185,0,0.48
2099,23,fear,0.69185613,0,0.01
2100,35,anger,0.881635497,1,0.79
2101,32,anger,0.805152277,0,0.02
2102,42,sad,0.864958158,1,1
2103,23,anger,0.797242037,0,1
2104,19,anger,0.809528022,0,1
2105,25,anger,0.891181826,1,1
2106,20,anger,0.791724946,1,0.57
2107,48,sad,0.879753965,0,0.68
2108,15,disgust,0.846977125,1,1
2109,50,contempt,0.854845317,0,0.05
2110,25,disgust,0.821532361,0,1
2111,30,anger,0.785404155,1,1
2112,10,disgust,0.815243586,0,0.84
2113,40,fear,0.877956175,0,0.98
2114,50,anger,0.772569069,0,1
2115,21,anger,0.824976677,0,0.32
2116,18,anger,0.752790182,0,0.01
2117,21,sad,0.868100236,0,1
2118,16,anger,0.8571209,1,0
2119,19,anger,0.732384818,0,0.01
2120,22,anger,0.752995531,0,1
2121,49,anger,0.830939807,1,1
2122,28,anger,0.878794449,0,1
2123,20,anger,0.789083225,1,0.07
2124,23,sad,0.857660068,0,0.93
2125,22,anger,0.749649525,0,1
2126,21,disgust,0.784523209,0,0.02
2127,21,anger,0.831291903,0,0
2128,12,anger,0.708080749,1,1
2129,60,anger,0.870058259,0,0.65
2130,55,disgust,0.795308336,0,0.96
2131,45,anger,0.802658503,0,1
2132,35,anger,0.849136183,0,0.96
2133,22,contempt,0.852402684,1,1
2134,23,neutral,0.842972529,0,1
2135,25,anger,0.81617111,1,0.03
2136,30,anger,0.844532799,1,0.01
2137,23,anger,0.842367547,0,1
2138,32,anger,0.86417558,1,1
2139,42,anger,0.840379102,0,0.04
2140,23,anger,0.8589274,0,0.67
2141,15,fear,0.846981524,0,0
2142,15,neutral,0.848805455,1,0.05
2143,25,disgust,0.870360904,0,0.15
2144,22,anger,0.777752603,1,0.01
2145,35,disgust,0.842068164,0,0.7
2146,19,anger,0.826429616,0,1
2147,60,contempt,0.833448954,0,1
2148,23,anger,0.7228533,1,1
2149,32,disgust,0.769534367,1,1
2150,42,anger,0.852041291,0,0.95
2151,23,anger,0.810875093,0,0.98
2152,15,anger,0.833661366,0,0.65
2153,15,neutral,0.800393724,1,1
2154,15,anger,0.854633686,0,1
2155,12,anger,0.809168103,1,1
2156,29,disgust,0.80821322,0,0.06
2157,31,anger,0.832356703,0,0.05
2158,29,neutral,0.774352773,0,0
2159,17,anger,0.825844465,1,0.7
2160,19,neutral,0.834816274,0,0.38
2161,20,anger,0.800167469,1,1
2162,32,anger,0.885138712,0,0.01
2163,26,anger,0.820042696,1,0.02
2164,29,anger,0.883193548,1,0.03
2165,19,anger,0.787204594,1,0.03
2166,54,anger,0.830832119,1,0.64
2167,44,anger,0.785447,0,0.08
2168,23,anger,0.868545135,1,0
2169,22,anger,0.805301931,1,0.55
2170,55,anger,0.859857262,0,0.54
2171,35,anger,0.875862386,1,0.59
2172,21,surprise,0.847807482,1,0.01
2173,16,anger,0.836493364,0,0
2174,33,anger,0.885070717,0,0.1
2175,12,disgust,0.744059484,0,0.25
2176,28,anger,0.877071284,1,0
2177,21,anger,0.889580506,1,0.09
2178,18,anger,0.825585944,0,0.05
2179,21,anger,0.853807334,0,0.01
2180,16,anger,0.84894595,0,1
2181,19,anger,0.819533776,1,0.04
2182,23,anger,0.717660972,0,1
2183,22,anger,0.863007829,0,1
2184,60,anger,0.837602903,0,1
2185,13,anger,0.730798262,1,0
2186,23,anger,0.890144363,0,1
2187,28,disgust,0.749891551,1,0.01
2188,50,anger,0.79537129,0,0.63
2189,29,anger,0.883775736,0,0.01
2190,19,anger,0.898657112,1,0.95
2191,19,anger,0.84392058,1,0
2192,60,disgust,0.758314692,0,0.43
2193,55,anger,0.827557577,0,0.03
2194,25,neutral,0.835299805,0,1
2195,48,surprise,0.878128205,1,0.08
2196,25,fear,0.896569142,0,1
2197,23,sad,0.779672239,0,0
2198,34,sad,0.798713872,1,0.8
2199,50,anger,0.894753267,0,1
2200,25,anger,0.71300726,0,1
2201,42,anger,0.583029793,1,0.02
2202,32,anger,0.894225964,1,0
2203,50,anger,0.838890244,1,0.25
2204,38,anger,0.787393341,0,0.12
2205,39,anger,0.834930296,1,1
2206,30,contempt,0.838569348,1,0.65
2207,63,surprise,0.812480993,0,1
2208,25,surprise,0.832386855,0,1
2209,30,fear,0.854048855,1,1
2210,55,anger,0.863307261,0,0.07
2211,32,anger,0.816784066,0,0.05
2212,30,disgust,0.85776505,0,0.03
2213,48,disgust,0.863246358,0,1
2214,49,surprise,0.848932308,1,0.5
2215,25,anger,0.86983742,0,1
2216,40,fear,0.82643808,0,1
2217,32,anger,0.850377862,0,1
2218,35,anger,0.824140548,1,0.12
2219,54,anger,0.88670169,1,1
2220,55,anger,0.774355982,0,1
2221,29,disgust,0.886723322,1,1
2222,48,anger,0.865450755,0,0.07
2223,40,surprise,0.863642951,0,1
2224,32,anger,0.826821277,0,0.03
2225,35,anger,0.764647332,1,0.9
2226,54,anger,0.849422317,0,1
2227,40,anger,0.845420202,1,0.06
2228,22,surprise,0.786348276,0,0.07
2229,40,disgust,0.872809936,1,0.05
2230,55,neutral,0.816305018,0,0.01
2231,50,surprise,0.809696251,0,0.82
2232,18,disgust,0.820575274,0,1
2233,32,neutral,0.864998937,0,0.07
2234,17,anger,0.848530386,0,0
2235,17,fear,0.838215591,0,0.48
2236,25,anger,0.834974645,0,1
2237,17,anger,0.880412288,0,1
2238,14,anger,0.87975166,0,0.01
2239,15,anger,0.814529104,1,1
2240,15,anger,0.591168219,0,0.04
2241,12,anger,0.842934885,1,1
2242,37,anger,0.837615766,0,0.02
2243,18,disgust,0.889954754,0,0.01
2244,21,anger,0.84225339,0,0.04
2245,17,anger,0.772155747,0,0.25
2246,25,anger,0.868439403,1,1
2247,23,anger,0.817392963,1,0.01
2248,12,anger,0.880585129,1,0.71
2249,28,anger,0.889179031,1,0.21
2250,40,disgust,0.891039783,0,1
2251,55,anger,0.782686041,0,0.07
2252,25,neutral,0.815737927,1,0.05
2253,35,anger,0.827666655,1,0.24
2254,21,anger,0.796277473,1,0.08
2255,18,anger,0.877253585,1,0.01
2256,21,anger,0.586124748,0,0.33
2257,16,anger,0.629889362,1,0.73
2258,19,anger,0.8481702,1,1
2259,40,anger,0.828280734,0,0.02
2260,32,disgust,0.80947308,1,0.97
2261,22,anger,0.733274059,1,1
2262,49,anger,0.830931193,1,0.37
2263,28,anger,0.776790781,1,1
2264,12,anger,0.800759179,0,0.35
2265,20,anger,0.675212271,1,1
2266,23,anger,0.88720884,1,0.01
2267,22,anger,0.84332139,0,1
2268,21,anger,0.854912942,0,0
2269,35,anger,0.787231247,0,1
2270,54,anger,0.783962675,0,0.3
2271,40,anger,0.873006241,1,0.01
2272,21,disgust,0.775118839,0,0
2273,12,sad,0.869535607,0,0.01
2274,60,anger,0.864588648,1,0.13
2275,55,anger,0.817142945,1,1
2276,50,anger,0.859899183,1,0.08
2277,60,disgust,0.785297353,1,0.04
2278,55,anger,0.815358923,1,0.67
2279,45,anger,0.782474109,0,0.96
2280,35,anger,0.883526178,1,1
2281,22,anger,0.731208892,0,1
2282,13,sad,0.857657833,0,0.02
2283,23,disgust,0.852619697,1,1
2284,17,anger,0.80301674,1,1
2285,28,anger,0.880377229,0,0.24
2286,50,anger,0.765436843,1,1
2287,25,anger,0.778709671,1,1
2288,30,anger,0.738257484,1,0.08
2289,31,disgust,0.811230986,1,1
2290,23,anger,0.819937472,0,1
2291,29,anger,0.685421363,0,0.1
2292,17,anger,0.861820776,0,0.04
2293,32,sad,0.81152868,0,0.64
2294,42,anger,0.848194717,0,1
2295,23,anger,0.894460277,0,0.35
2296,19,anger,0.841074823,0,0.08
2297,15,anger,0.85335619,1,0.01
2298,33,disgust,0.648076223,1,1
2299,48,disgust,0.857392266,0,0
2300,15,anger,0.76695059,0,0.03
2301,25,fear,0.790942076,0,1
2302,22,anger,0.820662755,0,0.02
2303,50,anger,0.761721553,1,0
2304,35,disgust,0.854866201,0,1
2305,19,disgust,0.881392821,0,0.03
2306,60,disgust,0.692689903,0,0
2307,28,anger,0.833006353,1,0.96
2308,50,anger,0.867481931,0,1
2309,29,anger,0.789485474,0,1
2310,30,anger,0.830279834,1,1
2311,31,anger,0.866945132,0,0.35
2312,23,anger,0.858714973,0,0.85
2313,29,neutral,0.863367038,0,1
2314,17,happy,0.774349515,1,0.04
2315,32,neutral,0.718411737,1,0.45
2316,42,disgust,0.77000893,0,1
2317,23,anger,0.808142842,1,0.01
2318,19,anger,0.888530851,0,0.01
2319,15,surprise,0.836766045,1,1
2320,29,anger,0.737401524,1,0.02
2321,48,fear,0.805154766,0,0
2322,15,anger,0.79973139,1,1
2323,50,anger,0.734389849,1,1
2324,25,anger,0.882455122,1,0.58
2325,55,anger,0.768431035,1,0.03
2326,20,contempt,0.83681857,0,0.1
2327,40,fear,0.86183874,0,1
2328,28,anger,0.779937588,1,1
2329,32,anger,0.847900228,0,0.17
2330,17,surprise,0.780338924,0,0.04
2331,17,anger,0.781032503,0,0.04
2332,25,neutral,0.837953383,1,1
2333,17,contempt,0.873424306,1,0.03
2334,19,anger,0.891291067,0,0.05
2335,15,anger,0.863778088,0,0.02
2336,32,contempt,0.805194123,1,0
2337,12,anger,0.838231466,1,0.04
2338,37,anger,0.896176626,1,0
2339,18,anger,0.755181098,0,1
2340,21,anger,0.868774504,1,0.19
2341,17,anger,0.823239055,1,0
2342,25,disgust,0.813713466,0,0.15
2343,10,surprise,0.881441301,0,0.07
2344,12,anger,0.772822557,0,1
2345,28,disgust,0.845181954,0,1
2346,40,anger,0.814751358,1,1
2347,55,anger,0.721378331,0,0.05
2348,25,anger,0.814679959,0,0.06
2349,35,neutral,0.867205109,0,0
2350,21,disgust,0.891039783,0,1
2351,18,anger,0.791837457,1,0.4
2352,21,anger,0.857663908,1,0.09
2353,16,anger,0.757359601,1,1
2354,19,surprise,0.806106823,1,0.02
2355,40,neutral,0.791778534,0,1
2356,32,anger,0.772029847,0,0.3
2357,22,anger,0.795495485,0,1
2358,49,anger,0.735493165,0,0.25
2359,28,anger,0.869176376,0,0.02
2360,12,anger,0.728980735,0,1
2361,20,anger,0.870865173,1,0.09
2362,23,anger,0.878805023,1,0.02
2363,22,anger,0.796505924,0,0.23
2364,21,disgust,0.858664047,0,0.05
2365,35,anger,0.881559683,1,0.46
2366,54,anger,0.54773794,0,1
2367,40,neutral,0.753616306,1,1
2368,21,anger,0.876322293,0,1
2369,12,anger,0.688464608,1,0.72
2370,60,anger,0.828037627,0,0
2371,55,sad,0.693782172,0,0.04
2372,50,anger,0.856545325,1,1
2373,60,anger,0.808439727,0,1
2374,55,anger,0.849239148,0,0.01
2375,45,neutral,0.838434346,0,0.25
2376,35,anger,0.856868669,0,1
2377,22,disgust,0.854644884,0,0.02
2378,13,anger,0.764564431,1,0.44
2379,23,disgust,0.844343727,0,0.67
2380,17,anger,0.859579555,0,1
2381,26,contempt,0.738263117,0,0.06
2382,50,anger,0.841820029,1,1
2383,19,anger,0.879353275,0,0.09
2384,30,anger,0.830216137,1,0.35
2385,31,anger,0.855524566,1,0
2386,23,neutral,0.80499518,1,1
2387,29,anger,0.817209296,0,0
2388,17,anger,0.746796548,0,1
2389,32,disgust,0.831753877,0,0.09
2390,42,anger,0.897337409,0,0.07
2391,23,anger,0.846610604,1,0.08
2392,25,anger,0.8655645,0,1
2393,35,neutral,0.780424897,1,0.04
2394,29,surprise,0.831655559,1,0.6
2395,30,anger,0.872198002,1,0.54
2396,35,sad,0.799038905,0,1
2397,23,fear,0.826406278,0,1
2398,23,anger,0.843590134,1,0.03
2399,35,anger,0.812387927,0,0.01
2400,32,disgust,0.779213791,0,0.07
2401,42,surprise,0.797075984,1,0.85
2402,23,anger,0.894342046,0,1
2403,19,anger,0.848232059,0,0.06
2404,25,anger,0.809277284,0,0.01
2405,20,anger,0.853182575,0,1
2406,48,anger,0.867668056,0,0.49
2407,15,anger,0.821416971,0,0.25
2408,50,surprise,0.851029718,0,0.01
2409,25,anger,0.814848792,1,1
2410,30,surprise,0.698427506,0,1
2411,10,anger,0.837807514,1,0.05
2412,40,surprise,0.81789891,0,1
2413,50,anger,0.84254091,1,0.04
2414,21,anger,0.865066564,0,0.05
2415,18,disgust,0.847501797,1,1
2416,21,anger,0.829030958,0,1
2417,16,disgust,0.850722601,0,0.59
2418,19,surprise,0.742064496,1,1
2419,22,anger,0.835389392,1,0.01
2420,49,neutral,0.689082948,0,0.59
2421,28,anger,0.880765679,0,1
2422,20,anger,0.791840902,1,0.02
2423,23,sad,0.788805364,0,1
2424,22,contempt,0.828938854,1,1
2425,21,anger,0.803820068,1,0.46
2426,21,anger,0.792939483,0,0.26
2427,12,neutral,0.877973864,0,0.02
2428,60,anger,0.815530262,1,0.83
2429,55,anger,0.874295138,1,1
2430,45,anger,0.789431633,1,0.07
2431,35,anger,0.758819506,0,1
2432,22,anger,0.884826599,1,0.05
2433,23,anger,0.841758997,0,0.05
2434,25,anger,0.737368364,0,0.02
2435,30,neutral,0.832697254,1,0.6
2436,23,anger,0.80870641,0,0.01
2437,32,anger,0.731404579,0,1
2438,42,anger,0.850163634,0,1
2439,23,anger,0.84808137,0,0.33
2440,15,anger,0.867330639,0,1
2441,15,anger,0.809754771,0,0.02
2442,25,anger,0.835057844,0,0.08
2443,22,anger,0.783731779,1,1
2444,35,anger,0.762518209,0,0.78
2445,19,anger,0.797821425,0,0.5
2446,60,anger,0.80713426,1,1
2447,23,disgust,0.872686584,1,0.07
2448,32,anger,0.899589044,1,1
2449,42,sad,0.815489391,0,1
2450,23,anger,0.842109415,0,0.07
2451,15,anger,0.826320193,0,1
2452,15,anger,0.736403879,0,1
2453,15,sad,0.792554271,0,0.02
2454,12,disgust,0.757787732,0,0.07
2455,29,sad,0.82106163,0,0.01
2456,31,disgust,0.698767522,0,1
2457,29,fear,0.79148625,0,1
2458,17,anger,0.854693058,1,1
2459,19,anger,0.705779025,0,1
2460,20,anger,0.778110863,0,0.36
2461,32,anger,0.856651748,0,1
2462,26,anger,0.853036813,0,1
2463,29,anger,0.686595937,1,1
2464,19,anger,0.853218293,1,0.06
2465,54,anger,0.826259572,0,0.06
2466,44,contempt,0.759614151,0,0.12
2467,23,anger,0.712514835,0,1
2468,22,happy,0.83989756,1,1
2469,55,contempt,0.807013445,0,0.06
2470,35,anger,0.817625059,1,0.04
2471,21,anger,0.832818057,1,1
2472,16,neutral,0.85471318,0,0.07
2473,33,disgust,0.858694655,0,0.06
2474,12,anger,0.813333759,0,1
2475,28,disgust,0.846257042,0,1
2476,21,anger,0.841281149,0,1
2477,18,anger,0.700530137,0,0.24
2478,21,anger,0.788934672,1,0.42
2479,16,anger,0.78319523,0,1
2480,19,anger,0.844029336,0,0.07
2481,23,anger,0.817797601,0,0.04
2482,22,anger,0.83119803,0,0.06
2483,60,anger,0.822038688,1,0.84
2484,13,surprise,0.826226362,0,1
2485,23,contempt,0.871405795,1,0.04
2486,28,anger,0.820124379,1,1
2487,50,anger,0.836921185,0,0.08
2488,29,fear,0.8684183,1,1
2489,19,anger,0.881300769,0,0.04
2490,19,anger,0.847710058,0,0.02
2491,60,anger,0.860507987,1,1
2492,55,anger,0.803642843,0,0
2493,25,anger,0.869395779,1,1
2494,48,anger,0.791103278,1,0.49
2495,25,anger,0.865312547,0,0.04
2496,23,anger,0.874228937,1,1
2497,34,anger,0.830697102,1,0.11
2498,50,anger,0.68609172,0,0.02
2499,25,anger,0.836060287,1,0.1
2500,42,disgust,0.737452151,0,0.2
2501,32,anger,0.874762191,0,1
2502,50,anger,0.769016103,1,0.98
2503,38,fear,0.789519086,1,1
2504,39,contempt,0.648835764,0,0.02
2505,30,disgust,0.874864732,0,0.98
2506,63,anger,0.819302924,0,1
2507,25,disgust,0.864073189,1,0.2
2508,30,anger,0.755998077,0,0.35
2509,55,anger,0.868385225,0,0.14
2510,32,anger,0.793244218,0,0.04
2511,30,disgust,0.853956778,0,0.5
2512,48,anger,0.789618602,0,1
2513,49,neutral,0.765804589,1,0.01
2514,25,anger,0.82698898,0,0.1
2515,40,anger,0.828740882,1,0.04
2516,32,anger,0.674451329,0,0
2517,35,anger,0.752161885,0,0.81
2518,54,anger,0.746189394,0,0.98
2519,55,neutral,0.887042045,1,1
2520,29,neutral,0.830359847,0,1
2521,48,disgust,0.729928279,1,1
2522,40,disgust,0.846128948,1,1
2523,32,anger,0.744500914,0,0.01
2524,35,disgust,0.84674139,1,0.06
2525,54,anger,0.770113053,0,0.02
2526,40,anger,0.811994496,0,1
2527,22,anger,0.723473191,1,0.01
2528,40,sad,0.884034988,0,0.03
2529,55,disgust,0.818332762,0,0
2530,50,anger,0.854782073,0,1
2531,18,anger,0.864561078,1,0.82
2532,32,anger,0.848361626,0,0.01
2533,17,anger,0.845611267,1,1
2534,17,disgust,0.856086918,1,0.09
2535,25,anger,0.801941571,0,0.03
2536,17,anger,0.745916368,0,1
2537,14,anger,0.831329465,1,0.03
2538,15,neutral,0.846950935,0,0.66
2539,15,sad,0.760387519,0,1
2540,12,anger,0.807488424,0,1
2541,37,anger,0.835416651,1,1
2542,18,surprise,0.845485425,0,0.04
2543,21,disgust,0.732682957,1,0.02
2544,17,anger,0.874026742,1,0.01
2545,25,anger,0.87478572,0,0.22
2546,23,anger,0.700371642,0,0.01
2547,12,surprise,0.797428731,0,1
2548,28,disgust,0.828802962,0,0.06
2549,40,anger,0.85901337,0,0.07
2550,55,anger,0.783634115,0,0.5
2551,25,anger,0.772794809,0,1
2552,35,anger,0.7441654,1,0
2553,21,anger,0.890760348,0,1
2554,18,anger,0.748022953,0,0.04
2555,21,happy,0.754008603,1,1
2556,16,contempt,0.799376053,1,0.05
2557,19,fear,0.866762708,1,0.06
2558,40,anger,0.817655153,1,0.04
2559,32,disgust,0.749811357,1,1
2560,22,anger,0.737981289,0,0
2561,49,anger,0.811900529,1,1
2562,28,sad,0.779651003,0,0.03
2563,12,anger,0.869009036,0,1
2564,20,anger,0.783216244,1,1
2565,23,anger,0.896409725,0,0.39
2566,22,surprise,0.808028421,0,1
2567,21,anger,0.855941809,0,0.02
2568,35,disgust,0.716644367,1,0.05
2569,54,anger,0.817209296,1,0.07
2570,40,anger,0.775537681,1,0
2571,21,anger,0.810220068,1,0.12
2572,12,happy,0.74508869,1,0.03
2573,60,disgust,0.708098557,0,0
2574,55,anger,0.746675615,0,1
2575,50,anger,0.799613546,0,0.25
2576,60,surprise,0.770979577,1,1
2577,55,disgust,0.851303693,1,1
2578,45,fear,0.840927114,0,1
2579,35,anger,0.880536643,1,0
2580,22,anger,0.647700908,0,0.85
2581,13,anger,0.822085425,1,0.96
2582,23,anger,0.783418247,0,1
2583,17,anger,0.812051726,1,1
2584,28,anger,0.883929514,0,1
2585,50,disgust,0.82179496,0,0.05
2586,25,fear,0.838803501,0,0.03
2587,30,anger,0.857066704,0,1
2588,31,anger,0.888003387,0,0.07
2589,23,surprise,0.760031689,0,1
2590,29,anger,0.768586968,0,0.39
2591,17,fear,0.822006395,0,1
2592,32,sad,0.820810856,0,1
2593,42,anger,0.82841347,1,0.06
2594,23,sad,0.79139702,0,0.13
2595,19,anger,0.684326619,1,0
2596,15,anger,0.876723654,0,1
2597,33,anger,0.783050633,1,1
2598,48,anger,0.84997321,0,1
2599,15,anger,0.872020004,0,0
2600,25,neutral,0.80481989,0,0.8
2601,22,anger,0.788813025,0,0.02
2602,50,sad,0.888059521,1,0.19
2603,35,contempt,0.822834295,1,0.04
2604,19,anger,0.834167197,1,1
2605,60,anger,0.849704772,0,0.93
2606,28,anger,0.83975901,0,0.04
2607,50,anger,0.882402448,0,0.99
2608,29,neutral,0.855963919,1,0.08
2609,30,anger,0.860018433,0,1
2610,31,anger,0.893425192,1,0.96
2611,23,fear,0.865771141,0,0.44
2612,29,disgust,0.860256135,0,1
2613,17,anger,0.875607763,0,1
2614,32,anger,0.852318442,0,0.52
2615,42,anger,0.807864372,0,1
2616,23,disgust,0.853560502,0,1
2617,19,surprise,0.813173224,0,1
2618,15,neutral,0.824033052,0,0.08
2619,29,anger,0.836377929,0,0.89
2620,48,anger,0.814618691,1,1
2621,15,anger,0.786153199,1,1
2622,50,anger,0.778188723,0,1
2623,25,anger,0.806160538,0,0.06
2624,55,sad,0.817210479,1,0.03
2625,20,anger,0.876674188,0,0.02
2626,40,neutral,0.763782671,0,1
2627,28,anger,0.723217944,1,0.02
2628,32,anger,0.830275818,0,0.09
2629,17,anger,0.828257661,0,0.04
2630,17,anger,0.859309023,0,0.09
2631,25,anger,0.873083854,0,0.03
2632,17,disgust,0.832944572,1,0.05
2633,19,neutral,0.810266559,0,0.05
2634,15,anger,0.867402384,0,0.76
2635,32,anger,0.893964435,0,1
2636,12,anger,0.694660488,1,0.01
2637,37,anger,0.716716815,0,0.61
2638,18,disgust,0.778000478,1,0.04
2639,21,anger,0.766597832,1,1
2640,17,surprise,0.831631185,0,0.18
2641,25,sad,0.831208997,0,1
2642,10,disgust,0.849135853,1,1
2643,12,neutral,0.816844562,1,0.09
2644,28,neutral,0.690193059,0,1
2645,40,anger,0.879091314,1,0.07
2646,55,sad,0.859465101,1,0.74
2647,25,contempt,0.872965051,0,0.01
2648,35,anger,0.868347449,1,0
2649,21,anger,0.660704529,0,0.8
